"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","mailingaddress","businessaddress","url"
"CE","Celanese Corporation",99.62,"$13.44B",2005,"Basic Industries","Major Chemicals","NYSE","222 W. LAS COLINAS BLVD., SUITE 900N,,IRVING TX 75039-5421","222 W. LAS COLINAS BLVD., SUITE 900N,,IRVING TX 75039-5421,972-443-4000","https://www.sec.gov//Archives/edgar/data/1306830/000130683018000030/ce-20171231x10k.htm"
"CEIX","CNX Resources Corporation",39.36,"$1.1B",2017,"Energy","Coal Mining","NYSE","1000 CONSOL ENERGY DRIVE,SUITE #100,,CANONSBURG PA 15317","1000 CONSOL ENERGY DRIVE,SUITE #100,,CANONSBURG PA 15317,724-485-3300","https://www.sec.gov//Archives/edgar/data/1710366/000171036618000006/ceix-123117x10k.htm"
"CEQP","Crestwood Equity Partners LP",36.33,"$2.59B",NA,"Consumer Services","Other Consumer Services","NYSE","811 MAIN STREET,SUITE 3400,,HOUSTON TX 77002","811 MAIN STREET,SUITE 3400,,HOUSTON TX 77002,832-519-2200","https://www.sec.gov//Archives/edgar/data/1136352/000113635218000004/crestwood-10k2017.htm"
"CF","CF Industries Holdings, Inc.",50.64,"$11.82B",2005,"Basic Industries","Agricultural Chemicals","NYSE","4 PARKWAY NORTH,SUITE 400,,DEERFIELD IL 60015","4 PARKWAY NORTH,SUITE 400,,DEERFIELD IL 60015,(847) 405-2400","https://www.sec.gov//Archives/edgar/data/1324404/000132440418000006/cf-12312017x10k.htm"
"CFG","Citizens Financial Group, Inc.",36.37,"$17.31B",2014,"Finance","Major Banks","NYSE","1 CITIZENS PLAZA,,PROVIDENCE RI 02903","1 CITIZENS PLAZA,,PROVIDENCE RI 02903,4014567000","https://www.sec.gov//Archives/edgar/data/759944/000075994418000016/citizens10-kx2017.htm"
"CFR","Cullen/Frost Bankers, Inc.",96.4,"$6.16B",NA,"Finance","Major Banks","NYSE","POST OFFICE BOX 1600,,SAN ANTONIO TX 78296-1600","100 W HOUSTON ST,,SAN ANTONIO TX 78205,210-220-4011","https://www.sec.gov//Archives/edgar/data/39263/000003926318000016/a20171231-10k.htm"
"CFX","Colfax Corporation",31.09,"$3.7B",2008,"Capital Goods","Fluid Controls","NYSE","420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,,ANNAPOLIS JUNCTION MD 20701","420 NATIONAL BUSINESS PARKWAY,5TH FLOOR,,ANNAPOLIS JUNCTION MD 20701,(301) 323-9000","https://www.sec.gov//Archives/edgar/data/1420800/000142080018000004/cfx10-kx201710k.htm"
"CHAP","Chaparral Energy, Inc.",15.58,"$723.85M",NA,"Energy","Oil & Gas Production","NYSE","701 CEDAR LAKE BOULEVARD,,OKLAHOMA CITY OK 73114","701 CEDAR LAKE BOULEVARD,,OKLAHOMA CITY OK 73114,(405) 478-8770","https://www.sec.gov//Archives/edgar/data/1346980/000156459018007003/chpe-10k_20171231.htm"
"CHCT","Community Healthcare Trust Incorporated",29.22,"$531.8M",2015,"Consumer Services","Real Estate Investment Trusts","NYSE","3326 ASPEN GROVE DRIVE,SUITE 150,,FRANKLIN TN 37067","3326 ASPEN GROVE DRIVE,SUITE 150,,FRANKLIN TN 37067,615-771-3052","https://www.sec.gov//Archives/edgar/data/1631569/000163156918000009/chct-20171231x10k.htm"
"CHD","Church & Dwight Company, Inc.",60.33,"$14.81B",NA,"Basic Industries","Package Goods/Cosmetics","NYSE","500 CHARLES EWING BOULEVARD,,EWING NJ 08628","500 CHARLES EWING BOULEVARD,,EWING NJ 08628,609-806-1200","https://www.sec.gov//Archives/edgar/data/313927/000156459018002984/chd-10k_20171231.htm"
"CHGG","Chegg, Inc.",25.26,"$2.88B",2013,"Consumer Services","Other Consumer Services","NYSE","3990 FREEDOM CIRCLE,,SANTA CLARA CA 95054","3990 FREEDOM CIRCLE,,SANTA CLARA CA 95054,408-855-5700","https://www.sec.gov//Archives/edgar/data/1364954/000136495418000039/chegg2017-12x3110k.htm"
"CHH","Choice Hotels International, Inc.",73.4,"$4.16B",NA,"Consumer Services","Hotels/Resorts","NYSE","1 CHOICE HOTELS CIRCLE,SUITE 400,,ROCKVILLE MD 20850","1 CHOICE HOTELS CIRCLE,SUITE 400,,ROCKVILLE MD 20850,3015925181","https://www.sec.gov//Archives/edgar/data/1046311/000104631118000006/chh1231201710-k.htm"
"CHK","Chesapeake Energy Corporation",4.69,"$4.28B",NA,"Energy","Oil & Gas Production","NYSE","6100 NORTH WESTERN AVE,,OKLAHOMA CITY OK 73118","6100 N WESTERN AVE,,OKLAHOMA CITY OK 73118,4058488000","https://www.sec.gov//Archives/edgar/data/895126/000089512618000060/chk-20171231_10k.htm"
"CHKR","Chesapeake Granite Wash Trust",1.63,"$76.2M",2011,"Energy","Oil & Gas Production","NYSE","601 TRAVIS STREET, FLOOR 16,,HOUSTON TX 77002","601 TRAVIS STREET, FLOOR 16,,HOUSTON TX 77002,512-236-6555","https://www.sec.gov//Archives/edgar/data/1524769/000152476918000009/chkr-2017x1231x10k.htm"
"CHSP","Chesapeake Lodging Trust",29.6,"$1.79B",2010,"Consumer Services","Real Estate Investment Trusts","NYSE","4300 WILSON BOULEVARD,SUITE 625,,ARLINGTON VA 22203","4300 WILSON BOULEVARD,SUITE 625,,ARLINGTON VA 22203,(571) 349-9450","https://www.sec.gov//Archives/edgar/data/1473078/000147307818000007/chsp-20171231x10k.htm"
"CI","Cigna Corporation",210,"$51.11B",NA,"Health Care","Medical Specialities","NYSE","900 COTTAGE GROVE ROAD,,BLOOMFIELD CT 06002","900 COTTAGE GROVE ROAD,,BLOOMFIELD CT 06002,8602266000","https://www.sec.gov//Archives/edgar/data/701221/000104746918001158/a2234149z10-k.htm"
"CIA","Citizens, Inc.",7.76,"$388.63M",NA,"Finance","Life Insurance","NYSE","P O BOX 149151,,AUSTIN TX 78714","2900 ESPERANZA CROSSING,2ND FLOOR,,AUSTIN TX 78758,5128377100","https://www.sec.gov//Archives/edgar/data/24090/000002409018000011/cia-20171231x10k.htm"
"CIEN","Ciena Corporation",30.74,"$4.38B",1997,"Public Utilities","Telecommunications Equipment","NYSE","7035 RIDGE ROAD,,HANOVER MD 21076","7035 RIDGE ROAD,,HANOVER MD 21076,4108658500","https://www.sec.gov//Archives/edgar/data/936395/000093639517000064/a20171031financials.htm"
"CIM","Chimera Investment Corporation",17.4,"$3.25B",2007,"Consumer Services","Real Estate Investment Trusts","NYSE","520 MADISON AVENUE,32ND FLOOR,,NEW YORK NY 10022","520 MADISON AVENUE,32ND FLOOR,,NEW YORK NY 10022,212-626-2300","https://www.sec.gov//Archives/edgar/data/1409493/000162828018001906/cim-123117x10xk.htm"
"CINR","Ciner Resources LP",25.6,"$505.84M",2013,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE","FIVE CONCOURSE PARKWAY,SUITE 2500,,ATLANTA GA 30328","FIVE CONCOURSE PARKWAY,SUITE 2500,,ATLANTA GA 30328,770-375-2300","https://www.sec.gov//Archives/edgar/data/1575051/000157505118000022/cinerresourceslp-12312017x.htm"
"CIO","City Office REIT, Inc.",11.68,"$422.04M",2014,"Consumer Services","Real Estate Investment Trusts","NYSE","1075 WEST GEORGIA STREET SUITE 2600,,VANCOUVER A1 V6E 3C9","1075 WEST GEORGIA STREET SUITE 2600,,VANCOUVER A1 V6E 3C9,1-604-806-3353","https://www.sec.gov//Archives/edgar/data/1593222/000119312518065516/d468679d10k.htm"
"CIR","CIRCOR International, Inc.",35.78,"$709.75M",NA,"Capital Goods","Metal Fabrications","NYSE","C/O CIRCOR INC,30 CORPORATE DR., SUITE 200,,BURLINGTON MA 01803-4238","C/O CIRCOR INC,30 CORPORATE DR., SUITE 200,,BURLINGTON MA 01803-4238,7812701200","https://www.sec.gov//Archives/edgar/data/1091883/000109188318000009/cir_10kx12312017xtobefiled.htm"
"CISN","Cision Ltd.",14.76,"$1.96B",2017,"Technology","Computer Software: Prepackaged Software","NYSE","130 EAST RANDOLPH STREET, 7TH FLOOR,,CHICAGO IL 60601","130 EAST RANDOLPH STREET, 7TH FLOOR,,CHICAGO IL 60601,(866) 639-5087","https://www.sec.gov//Archives/edgar/data/1701040/000114420418014399/tv486988_10k.htm"
"CIT","CIT Group Inc (DEL)",48.35,"$5.47B",NA,"Finance","Major Banks","NYSE","1 CIT DRIVE,,LIVINGSTON NJ 07039","1 CIT DRIVE,,LIVINGSTON NJ 07039,9737405000","https://www.sec.gov//Archives/edgar/data/1171825/000162828018002139/cit-12312017x10kdocument.htm"
"CIVI","Civitas Solutions, Inc.",15.32,"$555.03M",2014,"Health Care","Medical/Nursing Services","NYSE","313 CONGRESS STREET,6TH FLOOR,,BOSTON MA 02210","313 CONGRESS STREET,6TH FLOOR,,BOSTON MA 02210,617-790-4800","https://www.sec.gov//Archives/edgar/data/1608638/000160863817000027/civi-9301710k.htm"
"CJ","C&J Energy Services, Inc",20.04,"$1.37B",2017,"Energy","Oilfield Services/Equipment","NYSE","3990 ROGERDALE RD,,HOUSTON TX 77042","3990 ROGERDALE RD,,HOUSTON TX 77042,713-325-6000","https://www.sec.gov//Archives/edgar/data/1615817/000162828018002585/cjes1231201710-kdoc.htm"
"CKH","SEACOR Holdings, Inc.",47.04,"$857.24M",NA,"Transportation","Marine Transportation","NYSE","2200 ELLER DRIVE,PO BOX 13038,,FORT LAUDERDALE FL 33316","2200 ELLER DRIVE,PO BOX 13038,,FORT LAUDERDALE FL 33316,954 523-2200","https://www.sec.gov//Archives/edgar/data/859598/000085959818000018/ckh-12312017x10k.htm"
"CLB","Core Laboratories N.V.",102.08,"$4.51B",1995,"Energy","Oilfield Services/Equipment","NYSE","6316 WINDFERN,,HOUSTON TX 77040","STRAWINSKYLAAN 913,TOWER A, LEVEL 9,,1077 XX AMSTERDAM P7 1077 XX,3124203191","https://www.sec.gov//Archives/edgar/data/1000229/000100022918000025/clb-20171231_10k.htm"
"CLD","Cloud Peak Energy Inc",2.18,"$165.2M",2009,"Energy","Coal Mining","NYSE","505 SOUTH GILLETTE AVE.,,GILLETTE WY 82716","505 SOUTH GILLETTE AVE.,,GILLETTE WY 82716,307-687-6000","https://www.sec.gov//Archives/edgar/data/1441849/000110465918010090/a18-1077_110k.htm"
"CLDR","Cloudera, Inc.",13.88,"$2.13B",2017,"Technology","Computer Software: Prepackaged Software","NYSE","1001 PAGE MILL ROAD, BUILDING 3,,PALO ALTO CA 94304","1001 PAGE MILL ROAD, BUILDING 3,,PALO ALTO CA 94304,650 644 3950","https://www.sec.gov//Archives/edgar/data/1535379/000162828018004005/fy-18cldr10k.htm"
"CLDT","Chatham Lodging Trust (REIT)",19.6,"$899.23M",2010,"Consumer Services","Real Estate Investment Trusts","NYSE","222 LAKEVIEW AVENUE,SUITE 200,,WEST PALM BEACH FL 33401","222 LAKEVIEW AVENUE,SUITE 200,,WEST PALM BEACH FL 33401,(561) 802-4477","https://www.sec.gov//Archives/edgar/data/1476045/000147604518000038/cldt-20171231x10k.htm"
"CLF","Cleveland-Cliffs Inc.",11.05,"$3.29B",NA,"Basic Industries","Precious Metals","NYSE","200 PUBLIC SQUARE,STE. 3300,,CLEVELAND OH 44114-2315","200 PUBLIC SQUARE,STE. 3300,,CLEVELAND OH 44114-2315,216-694-5700","https://www.sec.gov//Archives/edgar/data/764065/000076406518000035/clf-2017123110xk.htm"
"CLGX","CoreLogic, Inc.",45.37,"$3.67B",NA,"Technology","EDP Services","NYSE","40 PACIFICA,SUITE 900,,IRVINE CA 92618","40 PACIFICA,SUITE 900,,IRVINE CA 92618,(949) 214-1000","https://www.sec.gov//Archives/edgar/data/36047/000003604718000015/clgx-12312017x10k.htm"
"CLH","Clean Harbors, Inc.",66.37,"$3.72B",NA,"Basic Industries","Environmental Services","NYSE","42 LONGWATER DRIVE,,NORWELL MA 02061-9149","42 LONGWATER DRIVE,P.O. BOX 9149,,NORWELL MA 02061-9149,781-792-5000","https://www.sec.gov//Archives/edgar/data/822818/000082281818000006/clh-20171231x10k.htm"
"CLNC","Colony Credit Real Estate, Inc.",20.93,"$2.68B",2018,"Consumer Services","Real Estate Investment Trusts","NYSE","515 S. FLOWER STREET,,LOS ANGELES CA 90071","515 S. FLOWER STREET,,LOS ANGELES CA 90071,310-282-8820","https://www.sec.gov//Archives/edgar/data/1717547/000119312518094233/d556995d10k.htm"
"CLNY","Colony Capital, Inc.",5.85,"$2.87B",2014,"Consumer Services","Real Estate Investment Trusts","NYSE","515 SOUTH FLOWER STREET,44TH FLOOR,,LOS ANGELES CA 90071","515 SOUTH FLOWER STREET,44TH FLOOR,,LOS ANGELES CA 90071,310-282-8820","https://www.sec.gov//Archives/edgar/data/1679688/000167968818000008/clns201710-k.htm"
"CLPR","Clipper Realty Inc.",13.01,"$231.74M",2017,"Consumer Services","Real Estate Investment Trusts","NYSE","4611 12TH AVENUE, SUITE 1L,,BROOKLYN NY 11219","4611 12TH AVENUE, SUITE 1L,,BROOKLYN NY 11219,718-438-2804","https://www.sec.gov//Archives/edgar/data/1649096/000143774918004608/clpr20171231_10k.htm"
"CLR","Continental Resources, Inc.",59.13,"$22.24B",2007,"Energy","Oil & Gas Production","NYSE","PO BOX 268836,,OKLAHOMA CITY OK 73126","20 NORTH BROADWAY,,OKLAHOMA CITY OK 73102,4052349000","https://www.sec.gov//Archives/edgar/data/732834/000073283418000003/clr201710-k.htm"
"CLW","Clearwater Paper Corporation",27.47,"$452.19M",NA,"Basic Industries","Paper","NYSE","601 WEST RIVERSIDE AVENUE,SUITE 1100,,SPOKANE WA 99201","601 WEST RIVERSIDE AVENUE,SUITE 1100,,SPOKANE WA 99201,509.344.5900","https://www.sec.gov//Archives/edgar/data/1441236/000162828018001924/clw201710-kxq4x2017.htm"
"CLX","Clorox Company (The)",152.57,"$19.48B",NA,"Consumer Durables","Specialty Chemicals","NYSE","P.O. BOX 24305,,OAKLAND CA 94612-1305","THE CLOROX COMPANY,1221 BROADWAY,,OAKLAND CA 94612-1888,5102717000","https://www.sec.gov//Archives/edgar/data/21076/000002107618000011/fy18clx10k.htm"
"CMA","Comerica Incorporated",84.41,"$14.01B",NA,"Finance","Major Banks","NYSE","1717 MAIN STREET MC6404,ATTN: DARLENE PERSONS,,DALLAS TX 75201","1717 MAIN STREET MC6404,ATTN: DARLENE PERSONS,,DALLAS TX 75201,214-462-6831","https://www.sec.gov//Archives/edgar/data/28412/000002841218000065/cma-2017form10k.htm"
"CMC","Commercial Metals Company",18.06,"$2.11B",NA,"Basic Industries","Steel/Iron Ore","NYSE","6565 N. MACARTHUR BLVD., SUITE 800,PO BOX 1046,,IRVING TX 75039","6565 N. MACARTHUR BLVD., SUITE 800,P O BOX 1046,,IRVING TX 75039,2146894300","https://www.sec.gov//Archives/edgar/data/22444/000002244417000027/cmc-8312017x10k.htm"
"CMD","Cantel Medical Corp.",83.33,"$3.48B",NA,"Health Care","Medical/Dental Instruments","NYSE","OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,,LITTLE FALLS NJ 07424","OVERLOOK AT GREAT NOTCH,150 CLOVE ROAD,,LITTLE FALLS NJ 07424,973-890-7220","https://www.sec.gov//Archives/edgar/data/19446/000001944618000049/cmd7311810-k.htm"
"CMO","Capstead Mortgage Corporation",7.49,"$692.85M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","8401 NORTH CENTRAL EXPRESSWAY,STE 800,,DALLAS TX 75225","8401 NORTH CENTRAL EXPRESSWAY,STE 800,,DALLAS TX 75225,2148742323","https://www.sec.gov//Archives/edgar/data/766701/000156459018002464/cmo-10k_20171231.htm"
"CNC","Centene Corporation",142.78,"$29.31B",NA,"Health Care","Medical Specialities","NYSE","7700 FORSYTH BLVD.,,ST LOUIS MO 63105","7700 FORSYTH BLVD.,,ST LOUIS MO 63105,3147254477","https://www.sec.gov//Archives/edgar/data/1071739/000107173918000030/form10-k.htm"
"CNDT","Conduent Incorporated",20.27,"$4.28B",2016,"Miscellaneous","Business Services","NYSE","100 CAMPUS DRIVE,,FLORHAM PARK NJ 07932","100 CAMPUS DRIVE,,FLORHAM PARK NJ 07932,203-849-2339","https://www.sec.gov//Archives/edgar/data/1677703/000167770318000014/conduent-123117x10xk.htm"
"CNK","Cinemark Holdings Inc",42.41,"$4.95B",2007,"Consumer Services","Movies/Entertainment","NYSE","3900 DALLAS PARKWAY,SUITE 500,,PLANO TX 75093","3900 DALLAS PARKWAY,SUITE 500,,PLANO TX 75093,(972) 665-1000","https://www.sec.gov//Archives/edgar/data/1385280/000156459018002969/cnk-10k_20171231.htm"
"CNNE","Cannae Holdings, Inc.",18.77,"$1.35B",2017,"Consumer Services","Restaurants","NYSE","C/O CANNAE HOLDINGS, INC.,1701 VILLAGE CENTER CIRCLE,,LAS VEGAS NV 89134","C/O CANNAE HOLDINGS, INC.,1701 VILLAGE CENTER CIRCLE,,LAS VEGAS NV 89134,702-323-7334","https://www.sec.gov//Archives/edgar/data/1704720/000170472018000022/cnne12311710-k.htm"
"CNO","CNO Financial Group, Inc.",19.92,"$3.28B",NA,"Finance","Accident &Health Insurance","NYSE","11825 NORTH PENNSYLVANIA STREET,,CARMEL IN 46032","11825 N PENNSYLVANIA ST,,CARMEL IN 46032,3178176100","https://www.sec.gov//Archives/edgar/data/1224608/000122460818000011/cno1231201710-k.htm"
"CNP","CenterPoint Energy, Inc.",28.12,"$14.09B",NA,"Public Utilities","Electric Utilities: Central","NYSE","1111 LOUISIANA ST.,,HOUSTON TX 77002","1111 LOUISIANA ST.,,HOUSTON TX 77002,7132073000","https://www.sec.gov//Archives/edgar/data/1130310/000113031018000003/cnp_10kx12312017.htm"
"CNS","Cohen & Steers Inc",37.57,"$1.76B",2004,"Finance","Investment Managers","NYSE","280 PARK AVENUE,10TH FLOOR,,NEW YORK NY 10017","280 PARK AVENUE 10TH FLOOR,,NEW YORK NY 10017,212 832 3232","https://www.sec.gov//Archives/edgar/data/1284812/000128481218000110/cns-10kx123117.htm"
"CNXM","CNX Midstream Partners LP",18.73,"$1.19B",2014,"Public Utilities","Natural Gas Distribution","NYSE","1000 CONSOL ENERGY DRIVE,,CANONSBURG PA 15317","1000 CONSOL ENERGY DRIVE,,CANONSBURG PA 15317,724-485-4000","https://www.sec.gov//Archives/edgar/data/1610418/000161041818000010/cnxm12311710k.htm"
"CODI","Compass Diversified Holdings",16.93,"$1.01B",2006,"Consumer Durables","Home Furnishings","NYSE","301 RIVERSIDE AVENUE,,WESTPORT CT 06880","301 RIVERSIDE AVENUE,,WESTPORT CT 06880,203-221-1703","https://www.sec.gov//Archives/edgar/data/1345122/000134512618000014/a1231201710k.htm"
"COF","Capital One Financial Corporation",91.63,"$43.84B",1994,"Finance","Major Banks","NYSE","1680 CAPITAL ONE DRIVE,SUITE 1400,,MCLEAN VA 22102","1680 CAPITAL ONE DRIVE,SUITE 1400,,MCLEAN VA 22102,7037201000","https://www.sec.gov//Archives/edgar/data/927628/000092762818000107/cof-12312017x10k.htm"
"COG","Cabot Oil & Gas Corporation",23.97,"$10.58B",1990,"Energy","Oil & Gas Production","NYSE","840 GESSNER ROAD, SUITE 1400,,HOUSTON TX 77024","840 GESSNER ROAD, SUITE 1400,,HOUSTON TX 77024,2815894600","https://www.sec.gov//Archives/edgar/data/858470/000085847018000006/cog-12312017x10k.htm"
"COL","Rockwell Collins, Inc.",131.5,"$21.61B",NA,"Capital Goods","Military/Government/Technical","NYSE","","400 COLLINS ROAD NE,,CEDAR RAPIDS IA 52498,3192951000","https://www.sec.gov//Archives/edgar/data/1137411/000113741117000126/col_9302017x10k.htm"
"COLD","Americold Realty Trust",24.43,"$3.6B",2018,"Consumer Services","Real Estate Investment Trusts","NYSE","10 Glenlake Pkwy., Suite 800 S. Tower,,Atlanta GA 30328","10 Glenlake Pkwy., Suite 800 S. Tower,,Atlanta GA 30328,678-441-1400","https://www.sec.gov//Archives/edgar/data/1455863/000162828018003829/k20171231artandsubs10-k.htm"
"COO","The Cooper Companies, Inc. ",254.21,"$12.49B",NA,"Health Care","Ophthalmic Goods","NYSE","6140 STONERIDGE MALL ROAD,SUITE 590,,PLEASANTON CA 94588","6140 STONERIDGE MALL RD,STE 590,,PLEASANTON CA 94588,9254603600","https://www.sec.gov//Archives/edgar/data/711404/000071140417000044/coo_20171031-10k.htm"
"COP","ConocoPhillips",72.49,"$84.24B",NA,"Energy","Integrated oil Companies","NYSE","CONOCOPHILLIPS,600 NORTH DAIRY ASHFORD ROAD,,HOUSTON TX 77079","CONOCOPHILLIPS,600 NORTH DAIRY ASHFORD ROAD,,HOUSTON TX 77079,2812931000","https://www.sec.gov//Archives/edgar/data/1163165/000119312518049729/d534096d10k.htm"
"COR","CoreSite Realty Corporation",104.84,"$3.61B",2010,"Consumer Services","Real Estate Investment Trusts","NYSE","1001 17TH STREET,SUITE 500,,DENVER CO 80202","1001 17TH STREET,SUITE 500,,DENVER CO 80202,(866) 777-2673","https://www.sec.gov//Archives/edgar/data/1490892/000155837018000547/cor-20171231x10k.htm"
"CORR","CorEnergy Infrastructure Trust, Inc.",36.12,"$431.08M",NA,"Consumer Services","Real Estate Investment Trusts","NYSE","1100 WALNUT,SUITE 3350,,KANSAS CITY MO 64106","1100 WALNUT,SUITE 3350,,KANSAS CITY MO 64106,877-699-2677","https://www.sec.gov//Archives/edgar/data/1347652/000134765218000021/corr-20171231x10k.htm"
"COT","Cott Corporation",14.76,"$2.04B",NA,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE","6525 VISCOUNT RD,,MISSISSAUGA A6 00000","6525 VISCOUNT RD,,MISSISSAUGA A6 00000,9056721900","https://www.sec.gov//Archives/edgar/data/884713/000119312518064134/d483557d10k.htm"
"CPB","Campbell Soup Company",37.93,"$11.4B",NA,"Consumer Non-Durables","Packaged Foods","NYSE","CAMPBELL PL,,CAMDEN NJ 08103","CAMPBELL PL,,CAMDEN NJ 08103,8563424800","https://www.sec.gov//Archives/edgar/data/16732/000001673218000062/cpb-7292018x10xk.htm"
"CPE","Callon Petroleum Company",11.67,"$2.66B",NA,"Energy","Oil & Gas Production","NYSE","200 N CANAL ST,,NATCHEZ MS 39120","200 N CANAL ST,,NATCHEZ MS 39120,6014421601","https://www.sec.gov//Archives/edgar/data/928022/000092802218000013/cpe-20171231x10k.htm"
"CPF","CPB Inc.",25.15,"$740M",NA,"Finance","Major Banks","NYSE","P O BOX 3590,,HONOLULU HI 96811","220 S KING ST,,HONOLULU HI 96813,8085440500","https://www.sec.gov//Archives/edgar/data/701347/000070134718000013/cpf12311710k.htm"
"CPK","Chesapeake Utilities Corporation",81.87,"$1.34B",NA,"Public Utilities","Oil & Gas Production","NYSE","909 SILVER LAKE BLVD,,DOVER DE 19904","909 SILVER LAKE BLVD,PO BOX 615,,DOVER DE 19903-0615,3027346799","https://www.sec.gov//Archives/edgar/data/19745/000162828018002594/cpk1231201710-k.htm"
"CPS","Cooper-Standard Holdings Inc.",91.53,"$1.63B",NA,"Capital Goods","Auto Parts:O.E.M.","NYSE","39550 ORCHARD HILL PLACE DRIVE,,NOVI MI 48375","39550 ORCHARD HILL PLACE DRIVE,,NOVI MI 48375,248-596-5900","https://www.sec.gov//Archives/edgar/data/1320461/000132046118000004/a201710-k.htm"
"CPT","Camden Property Trust",93.02,"$8.63B",1993,"Consumer Services","Real Estate Investment Trusts","NYSE","11 GREENWAY PLAZA,SUITE 2400,,HOUSTON TX 77046","11 GREENWAY PLAZA,SUITE 2400,,HOUSTON TX 77046,7133542500","https://www.sec.gov//Archives/edgar/data/906345/000090634518000007/cpt1231201710k.htm"
"CR","Crane Co.",87.56,"$5.22B",NA,"Capital Goods","Metal Fabrications","NYSE","CRANE CO.,100 FIRST STAMFORD PLACE,,STAMFORD CT 06902","CRANE CO.,100 FIRST STAMFORD PLACE,,STAMFORD CT 06902,203-363-7300","https://www.sec.gov//Archives/edgar/data/25445/000162828018002289/cr-20171231x10k.htm"
"CRC","California Resources Corporation",35.1,"$1.7B",2014,"Energy","Oil & Gas Production","NYSE","9200 OAKDALE AVENUE,9TH FLOOR,,LOS ANGELES CA 91311","9200 OAKDALE AVENUE,9TH FLOOR,,LOS ANGELES CA 91311,8888484754","https://www.sec.gov//Archives/edgar/data/1609253/000160925318000041/a2017ye10-kdocument.htm"
"CRCM","Care.com, Inc.",17.67,"$552.44M",2014,"Consumer Services","Other Consumer Services","NYSE","77 FOURTH AVENUE,5TH FLOOR,,Waltham MA 02451","77 FOURTH AVENUE,5TH FLOOR,,Waltham MA 02451,781 642 5900","https://www.sec.gov//Archives/edgar/data/1412270/000141227018000012/a2017q410-kcarecom.htm"
"CRI","Carter&#39;s, Inc.",94.36,"$4.38B",2003,"Consumer Non-Durables","Apparel","NYSE","PHIPPS TOWER,3438 PEACHTREE ROAD NE SUITE 1800,,ATLANTA GA 30326","PHIPPS TOWER,3438 PEACHTREE ROAD NE SUITE 1800,,ATLANTA GA 30326,678-399-1000","https://www.sec.gov//Archives/edgar/data/1060822/000106082218000006/a10k-crix20171230.htm"
"CRK","Comstock Resources, Inc.",8.8,"$922.68M",NA,"Energy","Oil & Gas Production","NYSE","5300 TOWN AND COUNTRY BLVD,STE 500,,FRISCO TX 75034","5300 TOWN AND COUNTRY BLVD,STE 500,,FRISCO TX 75034,9726688800","https://www.sec.gov//Archives/edgar/data/23194/000156459018003306/crk-10k_20171231.htm"
"CRL","Charles River Laboratories International, Inc.",122.33,"$5.88B",2000,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NYSE","251 BALLARDVALE ST,,WILMINGTON MA 01887","251 BALLARDVALE ST,,WILMINGTON MA 01887,781-222-6000","https://www.sec.gov//Archives/edgar/data/1100682/000110068218000005/crl1230201710-k.htm"
"CRM","Salesforce.com Inc",140.49,"$106.31B",2004,"Technology","Computer Software: Prepackaged Software","NYSE","THE LANDMARK,ONE MARKET STREET STE. 300,,SAN FRANCISCO CA 94105","THE LANDMARK,ONE MARKET STREET STE.300,,SAN FRANCISCO CA 94105","https://www.sec.gov//Archives/edgar/data/1108524/000110852418000011/crmq4fy1810-k.htm"
"CRR","Carbo Ceramics, Inc.",5.96,"$165.33M",NA,"Capital Goods","Industrial Machinery/Components","NYSE","575 NORTH DAIRY ASHFORD,SUITE 300,,HOUSTON TX 77079","575 NORTH DAIRY ASHFORD,SUITE 300,,HOUSTON TX 77079,2819216400","https://www.sec.gov//Archives/edgar/data/1009672/000156459018004771/crr-10k_20171231.htm"
"CRS","Carpenter Technology Corporation",52.69,"$2.49B",NA,"Basic Industries","Steel/Iron Ore","NYSE","BNY MELLON BUILDING,1735 MARKET STREET, 15TH FL,,PHILADELPHIA PA 19103","BNY MELLON BUILDING,1735 MARKET STREET, 15TH FL,,PHILADELPHIA PA 19103,6102082000","https://www.sec.gov//Archives/edgar/data/17843/000001784318000047/crs630201810k.htm"
"CRY","CryoLife, Inc.",31.99,"$1.18B",NA,"Health Care","Medical/Dental Instruments","NYSE","1655 ROBERTS BOULEVARD N W,,KENNESAW GA 30144","1655 ROBERTS BOULEVARD N W,,KENNESAW GA 30144,7704193355","https://www.sec.gov//Archives/edgar/data/784199/000119312518077586/d506950d10k.htm"
"CSLT","Castlight Health, inc.",2.46,"$338.89M",2014,"Technology","EDP Services","NYSE","150 SPEAR STREET,SUITE 400,,SAN FRANCISCO CA 94105","150 SPEAR STREET,SUITE 400,,SAN FRANCISCO CA 94105,415-671-4683","https://www.sec.gov//Archives/edgar/data/1433714/000143371418000008/a2017-10k.htm"
